match_id,competition,season,match_date,home_team,away_team,home_score,away_score,competition_stage,minute,second,period,is_shootout,player_name,player_id,team_name,goalkeeper_name,body_part,technique,outcome,xg,end_x,end_y,end_z,shot_zone_horizontal,shot_zone_vertical,shot_zone,has_freeze_frame,gk_y_offset,gk_depth,ff_defenders,ff_teammates,taker_y_offset,penalty_id
266815,La Liga,2015/2016,2016-02-17,Sporting Gijón,Barcelona,1,3,Regular Season,61,29,2,False,Luis Alberto Suárez Díaz,5246,Barcelona,Iván Cuéllar Sacristán,Right Foot,Normal,Saved,0.7835,118.9,37.1,0.9,Left,Mid,Mid-Left,1,0.1,1.3,0.0,0.0,0.0,266815_61_29
3825777,La Liga,2015/2016,2016-02-19,Levante UD,Getafe,3,0,Regular Season,42,41,1,False,Giuseppe Rossi,7141,Levante UD,,Left Foot,Normal,Goal,0.7835,120.0,36.6,0.2,Left,Low,Bottom-Left,0,,,,,,3825777_42_41
3825779,La Liga,2015/2016,2016-02-20,Celta Vigo,Eibar,3,2,Regular Season,83,18,2,False,Saúl Berjón Pérez,24070,Eibar,,Right Foot,Normal,Goal,0.7835,120.0,37.9,1.4,Left,Mid,Mid-Left,0,,,,,,3825779_83_18
3825785,La Liga,2015/2016,2016-02-21,Málaga,Real Madrid,1,1,Regular Season,35,21,1,False,Cristiano Ronaldo dos Santos Aveiro,5207,Real Madrid,,Right Foot,Normal,Saved,0.7835,119.1,42.4,0.3,Right,Low,Bottom-Right,0,,,,,,3825785_35_21
3825792,La Liga,2015/2016,2016-02-28,RC Deportivo La Coruña,Granada,0,1,Regular Season,23,12,1,False,Youssef El-Arabi,27109,Granada,,Right Foot,Normal,Goal,0.7835,120.0,43.6,0.5,Right,Low,Bottom-Right,0,,,,,,3825792_23_12
3825796,La Liga,2015/2016,2016-03-01,Las Palmas,Getafe,4,0,Regular Season,27,46,1,False,Jonathan Viera Ramos,10755,Las Palmas,,Right Foot,Normal,Goal,0.7835,120.0,43.0,0.2,Right,Low,Bottom-Right,0,,,,,,3825796_27_46
3825795,La Liga,2015/2016,2016-03-01,Atlético Madrid,Real Sociedad,3,0,Regular Season,60,16,2,False,Antoine Griezmann,5487,Atlético Madrid,,Left Foot,Normal,Goal,0.7835,120.0,43.3,0.3,Right,Low,Bottom-Right,0,,,,,,3825795_60_16
3825798,La Liga,2015/2016,2016-03-02,Levante UD,Real Madrid,1,3,Regular Season,33,39,1,False,Cristiano Ronaldo dos Santos Aveiro,5207,Real Madrid,,Right Foot,Normal,Goal,0.7835,120.0,36.5,0.0,Left,Low,Bottom-Left,0,,,,,,3825798_33_39
266653,La Liga,2015/2016,2016-03-03,Rayo Vallecano,Barcelona,1,5,Regular Season,68,10,2,False,Luis Alberto Suárez Díaz,5246,Barcelona,,Right Foot,Normal,Saved,0.7835,119.5,38.8,0.9,Center,Mid,Mid-Center,0,,,,,,266653_68_10
3825803,La Liga,2015/2016,2016-03-03,Granada,Sporting Gijón,2,0,Regular Season,71,52,2,False,Youssef El-Arabi,27109,Granada,,Right Foot,Normal,Goal,0.7835,120.0,42.7,1.0,Right,Mid,Mid-Right,0,,,,,,3825803_71_52
266056,La Liga,2015/2016,2016-03-06,Eibar,Barcelona,0,4,Regular Season,75,18,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,40.1,1.3,Center,Mid,Mid-Center,0,,,,,,266056_75_18
266498,La Liga,2015/2016,2016-03-12,Barcelona,Getafe,6,0,Regular Season,10,20,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Saved,0.7835,119.3,42.3,0.1,Right,Low,Bottom-Right,0,,,,,,266498_10_20
3825818,La Liga,2015/2016,2016-03-19,Real Sociedad,Las Palmas,0,1,Regular Season,12,25,1,False,Jonathan Viera Ramos,10755,Las Palmas,Gerónimo Rulli,Right Foot,Normal,Saved,0.7835,118.8,37.6,1.0,Left,Mid,Mid-Left,1,0.5,1.0,0.0,0.0,0.0,3825818_12_25
3825887,La Liga,2015/2016,2016-03-19,Granada,Rayo Vallecano,2,2,Regular Season,53,16,2,False,Youssef El-Arabi,27109,Granada,,Right Foot,Normal,Goal,0.7835,120.0,36.7,0.4,Left,Low,Bottom-Left,0,,,,,,3825887_53_16
3825820,La Liga,2015/2016,2016-03-20,Real Madrid,Sevilla,4,0,Regular Season,26,35,1,False,Kevin Gameiro,6401,Sevilla,,Right Foot,Normal,Saved,0.7835,118.7,38.2,0.2,Left,Low,Bottom-Left,0,,,,,,3825820_26_35
266106,La Liga,2015/2016,2016-03-20,Villarreal,Barcelona,2,2,Regular Season,40,42,1,False,Neymar da Silva Santos Junior,4320,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,37.5,1.0,Left,Mid,Mid-Left,0,,,,,,266106_40_42
3825820,La Liga,2015/2016,2016-03-20,Real Madrid,Sevilla,4,0,Regular Season,57,26,2,False,Cristiano Ronaldo dos Santos Aveiro,5207,Real Madrid,Sergio Rico González,Right Foot,Normal,Off T,0.7835,120.0,40.5,3.8,Center,High,Top-Center,1,-0.2,0.5,0.0,0.0,0.1,3825820_57_26
3825822,La Liga,2015/2016,2016-04-02,Las Palmas,Valencia,2,1,Regular Season,49,20,2,False,Jonathan Viera Ramos,10755,Las Palmas,,Right Foot,Normal,Goal,0.7835,120.0,42.4,1.9,Right,High,Top-Right,0,,,,,,3825822_49_20
3825905,La Liga,2015/2016,2016-04-03,Málaga,Espanyol,1,1,Regular Season,44,2,1,False,Duje Čop,8419,Málaga,,Right Foot,Normal,Goal,0.7835,120.0,43.1,2.1,Right,High,Top-Right,0,,,,,,3825905_44_2
3825877,La Liga,2015/2016,2016-04-03,Athletic Club,Granada,1,1,Regular Season,44,7,1,False,Aritz Aduriz Zubeldia,6394,Athletic Club,Andrés Eduardo Fernández Moreno,Right Foot,Normal,Post,0.7835,120.0,36.0,0.5,Left,Low,Bottom-Left,1,0.0,0.7,0.0,0.0,0.0,3825877_44_7
3825823,La Liga,2015/2016,2016-04-03,Sevilla,Real Sociedad,1,2,Regular Season,50,10,2,False,Kevin Gameiro,6401,Sevilla,,Right Foot,Normal,Goal,0.7835,120.0,37.0,0.3,Left,Low,Bottom-Left,0,,,,,,3825823_50_10
3825840,La Liga,2015/2016,2016-04-20,Valencia,Eibar,4,0,Regular Season,9,6,1,False,Francisco Alcácer García,6402,Valencia,,Right Foot,Normal,Saved,0.7835,119.1,37.0,0.7,Left,Low,Bottom-Left,0,,,,,,3825840_9_6
3825896,La Liga,2015/2016,2016-04-21,Granada,Levante UD,5,1,Regular Season,34,13,1,False,Youssef El-Arabi,27109,Granada,,Right Foot,Normal,Goal,0.7835,120.0,37.0,0.2,Left,Low,Bottom-Left,0,,,,,,3825896_34_13
3825841,La Liga,2015/2016,2016-04-21,Real Sociedad,Getafe,1,2,Regular Season,55,51,2,False,Álvaro Vázquez García,24035,Getafe,,Right Foot,Normal,Goal,0.7835,120.0,40.5,0.5,Center,Low,Bottom-Center,0,,,,,,3825841_55_51
3825896,La Liga,2015/2016,2016-04-21,Granada,Levante UD,5,1,Regular Season,84,56,2,False,Youssef El-Arabi,27109,Granada,,Right Foot,Normal,Goal,0.7835,120.0,43.8,1.0,Right,Mid,Mid-Right,0,,,,,,3825896_84_56
265944,La Liga,2015/2016,2016-04-23,Barcelona,Sporting Gijón,6,0,Regular Season,73,38,2,False,Luis Alberto Suárez Díaz,5246,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,43.2,1.5,Right,Mid,Mid-Right,0,,,,,,265944_73_38
265944,La Liga,2015/2016,2016-04-23,Barcelona,Sporting Gijón,6,0,Regular Season,76,52,2,False,Luis Alberto Suárez Díaz,5246,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,39.3,2.0,Center,High,Top-Center,0,,,,,,265944_76_52
265944,La Liga,2015/2016,2016-04-23,Barcelona,Sporting Gijón,6,0,Regular Season,85,6,2,False,Neymar da Silva Santos Junior,4320,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,38.6,0.4,Left,Low,Bottom-Left,0,,,,,,265944_85_6
3825868,La Liga,2015/2016,2016-04-25,Celta Vigo,Granada,2,1,Regular Season,15,26,1,False,Iago Aspas Juncal,5217,Celta Vigo,,Left Foot,Normal,Goal,0.7835,120.0,41.9,0.9,Right,Mid,Mid-Right,0,,,,,,3825868_15_26
3825870,La Liga,2015/2016,2016-05-01,Athletic Club,Celta Vigo,2,1,Regular Season,37,43,1,False,Aritz Aduriz Zubeldia,6394,Athletic Club,,Right Foot,Normal,Goal,0.7835,120.0,43.7,1.1,Right,Mid,Mid-Right,0,,,,,,3825870_37_43
3825853,La Liga,2015/2016,2016-05-08,Sevilla,Granada,1,4,Regular Season,85,17,2,False,Youssef El-Arabi,27109,Granada,,Right Foot,Normal,Goal,0.7835,120.0,42.7,0.7,Right,Low,Bottom-Right,0,,,,,,3825853_85_17
3825883,La Liga,2015/2016,2016-05-15,Málaga,Las Palmas,4,1,Regular Season,45,30,1,False,Charles Días Barbosa de Oliveira,6707,Málaga,,Right Foot,Normal,Goal,0.7835,120.0,36.9,0.2,Left,Low,Bottom-Left,0,,,,,,3825883_45_30
3825908,La Liga,2015/2016,2016-05-15,Espanyol,Eibar,4,2,Regular Season,56,51,2,False,Borja González Tomás,6566,Eibar,,Right Foot,Normal,Goal,0.7835,120.0,37.6,0.3,Left,Low,Bottom-Left,0,,,,,,3825908_56_51
3825902,La Liga,2015/2016,2016-05-15,Rayo Vallecano,Levante UD,3,1,Regular Season,59,29,2,False,José Antonio García Rabasco,24149,Levante UD,,Right Foot,Normal,Goal,0.7835,120.0,36.9,2.0,Left,High,Top-Left,0,,,,,,3825902_59_29
3825876,La Liga,2015/2016,2016-05-15,Real Betis,Getafe,2,1,Regular Season,72,59,2,False,Rubén Castro Martín,6832,Real Betis,,Right Foot,Normal,Goal,0.7835,120.0,43.8,0.2,Right,Low,Bottom-Right,0,,,,,,3825876_72_59
267212,La Liga,2016/2017,2016-09-17,Leganés,Barcelona,1,5,Regular Season,54,27,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.0,2.0,Right,High,Top-Right,0,,,,,,267212_54_27
266033,La Liga,2016/2017,2016-10-22,Valencia,Barcelona,2,3,Regular Season,93,23,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,36.5,0.2,Left,Low,Bottom-Left,0,,,,,,266033_93_23
267596,La Liga,2016/2017,2017-02-19,Barcelona,Leganés,2,1,Regular Season,89,12,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,36.8,1.8,Left,High,Top-Left,0,,,,,,267596_89_12
266440,La Liga,2016/2017,2017-03-19,Barcelona,Valencia,4,2,Regular Season,44,34,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,40.0,0.2,Center,Low,Bottom-Center,0,,,,,,266440_44_34
267101,La Liga,2016/2017,2017-04-26,Barcelona,Osasuna,7,1,Regular Season,66,41,2,False,Javier Alejandro Mascherano,5506,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,39.3,2.1,Center,High,Top-Center,0,,,,,,267101_66_41
266952,La Liga,2016/2017,2017-05-06,Barcelona,Villarreal,4,1,Regular Season,81,16,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,41.1,2.2,Center,High,Top-Center,0,,,,,,266952_81_16
267432,La Liga,2016/2017,2017-05-21,Barcelona,Eibar,4,2,Regular Season,69,36,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Saved,0.7835,119.2,41.3,0.9,Center,Mid,Mid-Center,0,,,,,,267432_69_36
267432,La Liga,2016/2017,2017-05-21,Barcelona,Eibar,4,2,Regular Season,74,55,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.7,1.3,Right,Mid,Mid-Right,0,,,,,,267432_74_55
9581,La Liga,2017/2018,2017-08-26,Deportivo Alavés,Barcelona,0,2,Regular Season,38,39,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Saved,0.7835,119.1,36.9,1.1,Left,Mid,Mid-Left,0,,,,,,9581_38_39
9609,La Liga,2017/2018,2017-09-19,Barcelona,Eibar,6,1,Regular Season,20,1,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,36.9,1.6,Left,Mid,Mid-Left,0,,,,,,9609_20_1
9726,La Liga,2017/2018,2017-12-17,Barcelona,RC Deportivo La Coruña,4,0,Regular Season,69,39,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Saved,0.7835,119.3,42.8,1.4,Right,Mid,Mid-Right,0,,,,,,9726_69_39
9736,La Liga,2017/2018,2017-12-23,Real Madrid,Barcelona,0,3,Regular Season,63,29,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,41.8,1.6,Right,Mid,Mid-Right,0,,,,,,9736_63_29
9827,La Liga,2017/2018,2018-03-01,Las Palmas,Barcelona,1,1,Regular Season,47,50,2,False,Jonathan Calleri,6930,Las Palmas,,Right Foot,Normal,Goal,0.7835,120.0,43.5,2.3,Right,High,Top-Right,0,,,,,,9827_47_50
9880,La Liga,2017/2018,2018-04-14,Barcelona,Valencia,2,1,Regular Season,86,7,2,False,Daniel Parejo Muñoz,6595,Valencia,,Right Foot,Normal,Goal,0.7835,120.0,43.1,0.2,Right,Low,Bottom-Right,0,,,,,,9880_86_7
15973,La Liga,2018/2019,2018-09-02,Barcelona,Huesca,8,2,Regular Season,92,5,2,False,Luis Alberto Suárez Díaz,5246,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,43.1,0.3,Right,Low,Bottom-Right,0,,,,,,15973_92_5
16029,La Liga,2018/2019,2018-10-20,Barcelona,Sevilla,4,2,Regular Season,62,21,2,False,Luis Alberto Suárez Díaz,5246,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,37.2,0.2,Left,Low,Bottom-Left,0,,,,,,16029_62_21
16056,La Liga,2018/2019,2018-11-11,Barcelona,Real Betis,3,4,Regular Season,67,17,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.0,2.1,Right,High,Top-Right,0,,,,,,16056_67_17
16157,La Liga,2018/2019,2019-02-02,Barcelona,Valencia,2,2,Regular Season,31,51,1,False,Daniel Parejo Muñoz,6595,Valencia,,Right Foot,Normal,Goal,0.7835,120.0,36.7,1.4,Left,Mid,Mid-Left,0,,,,,,16157_31_51
16157,La Liga,2018/2019,2019-02-02,Barcelona,Valencia,2,2,Regular Season,38,43,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,41.7,0.2,Right,Low,Bottom-Right,0,,,,,,16157_38_43
16182,La Liga,2018/2019,2019-02-16,Barcelona,Real Valladolid,1,0,Regular Season,42,43,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.6,0.2,Right,Low,Bottom-Right,0,,,,,,16182_42_43
16182,La Liga,2018/2019,2019-02-16,Barcelona,Real Valladolid,1,0,Regular Season,84,47,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Saved,0.7835,119.1,43.1,0.6,Right,Low,Bottom-Right,0,,,,,,16182_84_47
16205,La Liga,2018/2019,2019-03-09,Barcelona,Rayo Vallecano,3,1,Regular Season,50,36,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.1,0.2,Right,Low,Bottom-Right,0,,,,,,16205_50_36
16275,La Liga,2018/2019,2019-04-23,Deportivo Alavés,Barcelona,0,2,Regular Season,59,50,2,False,Luis Alberto Suárez Díaz,5246,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,43.7,1.1,Right,Mid,Mid-Right,0,,,,,,16275_59_50
303666,La Liga,2019/2020,2019-09-21,Granada,Barcelona,2,0,Regular Season,65,21,2,False,Álvaro Vadillo Cifuentes,24143,Granada,,Right Foot,Normal,Goal,0.7835,120.0,37.1,0.2,Left,Low,Bottom-Left,0,,,,,,303666_65_21
303504,La Liga,2019/2020,2019-11-02,Levante UD,Barcelona,3,1,Regular Season,37,33,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,Aitor Fernández Abarisketa,Left Foot,Normal,Goal,0.7835,120.0,42.4,2.0,Right,High,Top-Right,1,-0.6,0.8,0.0,0.0,-0.1,303504_37_33
303487,La Liga,2019/2020,2019-11-09,Barcelona,Celta Vigo,4,1,Regular Season,22,32,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,36.5,0.0,Left,Low,Bottom-Left,0,,,,,,303487_22_32
303664,La Liga,2019/2020,2019-12-14,Real Sociedad,Barcelona,2,2,Regular Season,11,23,1,False,Mikel Oyarzabal Ugarte,6685,Real Sociedad,,Left Foot,Normal,Goal,0.7835,120.0,38.8,0.7,Center,Low,Bottom-Center,0,,,,,,303664_11_23
303517,La Liga,2019/2020,2019-12-21,Barcelona,Deportivo Alavés,4,1,Regular Season,74,23,2,False,Luis Alberto Suárez Díaz,5246,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,37.9,1.2,Left,Mid,Mid-Left,0,,,,,,303517_74_23
303400,La Liga,2019/2020,2020-01-25,Valencia,Barcelona,2,0,Regular Season,11,37,1,False,Maximiliano Gómez González,6297,Valencia,Marc-André ter Stegen,Right Foot,Normal,Saved,0.7835,118.9,42.8,1.3,Right,Mid,Mid-Right,1,0.3,0.7,0.0,0.0,0.0,303400_11_37
303707,La Liga,2019/2020,2020-02-09,Real Betis,Barcelona,2,3,Regular Season,5,41,1,False,Sergio Canales Madrazo,6673,Real Betis,,Left Foot,Normal,Goal,0.7835,120.0,37.1,0.2,Left,Low,Bottom-Left,0,,,,,,303707_5_41
303479,La Liga,2019/2020,2020-03-07,Barcelona,Real Sociedad,1,0,Regular Season,80,32,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.3,1.1,Right,Mid,Mid-Right,0,,,,,,303479_80_32
303532,La Liga,2019/2020,2020-06-16,Barcelona,Leganés,2,0,Regular Season,68,58,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.6,0.8,Right,Low,Bottom-Right,0,,,,,,303532_68_58
303696,La Liga,2019/2020,2020-06-30,Barcelona,Atlético Madrid,2,2,Regular Season,18,4,1,False,Saúl Ñíguez Esclapez,6381,Atlético Madrid,,Left Foot,Normal,Goal,0.7835,120.0,43.3,0.2,Right,Low,Bottom-Right,0,,,,,,303696_18_4
303696,La Liga,2019/2020,2020-06-30,Barcelona,Atlético Madrid,2,2,Regular Season,49,2,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,Jan Oblak,Left Foot,Normal,Goal,0.7835,120.0,37.6,1.1,Left,Mid,Mid-Left,1,-0.2,0.3,0.0,0.0,-0.3,303696_49_2
303696,La Liga,2019/2020,2020-06-30,Barcelona,Atlético Madrid,2,2,Regular Season,61,45,2,False,Saúl Ñíguez Esclapez,6381,Atlético Madrid,Marc-André ter Stegen,Left Foot,Normal,Goal,0.7835,120.0,43.3,0.2,Right,Low,Bottom-Right,1,-0.6,1.0,0.0,0.0,-0.3,303696_61_45
3773593,La Liga,2020/2021,2020-09-27,Barcelona,Villarreal,4,0,Regular Season,34,13,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,37.0,0.2,Left,Low,Bottom-Left,0,,,,,,3773593_34_13
3773587,La Liga,2020/2021,2020-10-17,Getafe,Barcelona,1,0,Regular Season,55,54,2,False,Jaime Mata Arnaiz,11550,Getafe,,Right Foot,Normal,Goal,0.7835,120.0,36.6,0.2,Left,Low,Bottom-Left,0,,,,,,3773587_55_54
3773585,La Liga,2020/2021,2020-10-24,Barcelona,Real Madrid,1,3,Regular Season,62,19,2,False,Sergio Ramos García,5201,Real Madrid,,Right Foot,Normal,Goal,0.7835,120.0,37.4,0.2,Left,Low,Bottom-Left,0,,,,,,3773585_62_19
3773477,La Liga,2020/2021,2020-11-07,Barcelona,Real Betis,5,2,Regular Season,32,36,1,False,Antoine Griezmann,5487,Barcelona,,Left Foot,Normal,Saved,0.7835,119.3,37.9,0.9,Left,Mid,Mid-Left,0,,,,,,3773477_32_36
3773477,La Liga,2020/2021,2020-11-07,Barcelona,Real Betis,5,2,Regular Season,60,57,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.3,2.3,Right,High,Top-Right,0,,,,,,3773477_60_57
3773377,La Liga,2020/2021,2020-12-19,Barcelona,Valencia,2,2,Regular Season,48,35,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Saved,0.7835,119.1,37.6,1.0,Left,Mid,Mid-Left,0,,,,,,3773377_48_35
3773415,La Liga,2020/2021,2021-02-21,Barcelona,Cádiz,1,1,Regular Season,31,23,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,37.0,0.7,Left,Low,Bottom-Left,0,,,,,,3773415_31_23
3773415,La Liga,2020/2021,2021-02-21,Barcelona,Cádiz,1,1,Regular Season,88,16,2,False,Alejandro Fernández Iglesias,23967,Cádiz,,Right Foot,Normal,Goal,0.7835,120.0,37.0,0.2,Left,Low,Bottom-Left,0,,,,,,3773415_88_16
3773369,La Liga,2020/2021,2021-03-15,Barcelona,Huesca,4,1,Regular Season,48,12,1,False,Rafael Mir Vicente,23812,Huesca,Marc-André ter Stegen,Right Foot,Normal,Goal,0.7835,120.0,42.3,0.5,Right,Low,Bottom-Right,1,0.4,0.8,0.0,0.0,0.0,3773369_48_12
3773661,La Liga,2020/2021,2021-04-22,Barcelona,Getafe,5,2,Regular Season,68,31,2,False,Enes Ünal,6760,Getafe,,Right Foot,Normal,Goal,0.7835,120.0,36.7,0.2,Left,Low,Bottom-Left,0,,,,,,3773661_68_31
3773661,La Liga,2020/2021,2021-04-22,Barcelona,Getafe,5,2,Regular Season,92,27,2,False,Antoine Griezmann,5487,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.3,0.8,Right,Low,Bottom-Right,0,,,,,,3773661_92_27
3773695,La Liga,2020/2021,2021-05-02,Valencia,Barcelona,2,3,Regular Season,56,51,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,Jasper Cillessen,Left Foot,Normal,Saved,0.7835,119.5,37.4,0.0,Left,Low,Bottom-Left,1,0.1,0.1,0.0,0.0,0.1,3773695_56_51
